embedding_index,title,year,authors,venue,issn,doi,subjects,work_id,embedding_id,embedding_run,embedding_preview,abstract
90,Noncommutative rings.,1996,"Herstein, I. N.","The Carus Mathematical Monographs 15. Washington, DC: Mathematical Association of America (ISBN 0-88385-015-X/hbk). xi, 202~p. (1996).",,,"16-01, 01A75",e41f520a6a86372adfb76a6f7a9529c3f579dea4,ef0d78df9b89debba6448b6f7cbc409beeca8a40,no_msc_clean,"[-0.0684, 0.0571, -0.0441, 0.0319, -0.0681, -0.0337, 0.0380, 0.0003, ...] dimension=384","A new edition of the well known ring monograph.


From the Afterword by \textit{L. W. Small}: ``Noncommutative rings'' is a classic. It is fair to say that almost every practicing ring theorist has, at some time, studied portions of this book. Herstein's style and grace make ring theory especially attractive. In this reprinting we have not changed text -- only corrected typos. There are no additional chapters or remarks in the body of the text. ... However, we do want to add a few remarks as a guide to the current literature and an indication of some of the enormous development in ring theory since ``Noncommutative rings'' appeared."
91,On the exponential-formula in the metrical complete ring,1937,"Yosida, Kosaku","Proc. Imp. Acad. Jap. 13, 301-304 (1937).",0386-2194,10.3792/pia/1195579861,,10.3792/pia/1195579861,04b1138de9940122b05163ced312b88b54fd3465,no_msc_clean,"[-0.0471, 0.0458, 0.0099, 0.0491, -0.0512, 0.0269, 0.1050, -0.0019, ...] dimension=384","In this note we shall solve the functional equation exp (X)-exp (Y)= exp (Z(X, Y)) in the Lie-ring embedded in the metrical complete ring, following after a paper due to F. Hausdorff. - We may replace his symbolical differentiation by the differentiation with respect to the canonical parameters. The (formal) power series employed in our proof are convergent by the topology defined in the metrical complete ring. In this way the deduction of the final result is much simplified than that of Hausdorff."
92,Blocks of fully graded rings,1998,"Dade, Everett C.","Aschbacher, Michael (ed.) et al., Olga Taussky-Todd: In memoriam. Cambridge, MA: International Press. Pac. J. Math., Spec. Issue, 85-122 (1998).",,,"16W50, 20C05, 20C20, 16S35",3627209598817e21e209eb15d1acaa89f2bfb7e1,6c2272a47bd557588aa14c6a4c95f090902450c0,no_msc_clean,"[-0.0962, 0.0663, -0.0485, 0.0401, -0.0229, 0.0277, -0.0105, -0.0522, ...] dimension=384","A Clifford theory for blocks of a strongly \(G\)-graded ring \(R\) (\(G\) is a finite group) is developed with respect to an arbitrary \(G\)-invariant subring of \(R\). The key fact used here is that a ring acted upon by a finite group has finite block theory whenever its fixed subring has finite block theory (a ring has finite block theory if it is a finite direct sum of indecomposable subrings).


The following questions are raised in the paper: 1. If the unit component of a ring graded by a finite group has finite block theory, then the ring itself has finite block theory. 2. If \(R\) is a strongly \(G\)-graded ring (\(G\) is a finite group), and \(S\) is a \(G\)-invariant unitary subring of \(R\), then for every block idempotent \(a\) of \(R\), the block idempotents \(b\) of \(S\) such that \(ab\) is non-zero form a single \(G\)-orbit. These questions have been answered recently in the affirmative by \textit{Y. Fan} and \textit{B. Külshammer} in the paper ``Group-graded rings and finite block theory'' (to appear).

For the entire collection see [Zbl 0889.00012]."
93,Exercises in classical ring theory.,2003,"Lam, T. Y.","Problem Books in Mathematics. New York, NY: Springer. xix, 359 p. (2003).",,,"16-01, 13-01, 00A07",3841367fcb563d58d119a82381c98e047422b641,7935d1f03401e366f2599b28046f073ef9cd9955,no_msc_clean,"[-0.0777, 0.0381, -0.0286, 0.0054, -0.0474, -0.0306, 0.0489, 0.0314, ...] dimension=384","[For a review of the first edition (1994) see Zbl 0823.16001.]


The book contains approximately 400 exercises (with solutions) in classical ring theory. The exercises range from elementary problems to those that are more advanced. The author's stated purpose for writing the book is threefold: (1) as a companion for A First Course in Noncommutative Rings (second edition, 2001; Zbl 0980.16001); (2) as a source book for self-study; and (3) as a convenient reference for much of the ``folklore'' in classical ring theory that is not easily available elsewhere. The book certainly meets these purposes and anyone seeking to advance his knowlege of ring theory will find it a rich source of information on current techniques in ring theory. The book contains exercises that relate to several areas of ring theory: Wedderburn-Artin theory, Jacobson radical theory, representation theory, prime and primitive rings, division rings, ordered rings, local and semilocal rings, and perfect and semiperfect rings. Each chapter of the book begins with a short introduction to the background for the exercises that follow. The book contains a list of frequently used notation as well as a name index of authors and researchers cited. However, a reference list is not provided. One must consult the First Course or other sources for that. This reviewer considers the problem book to be a great companion for either the first or second edition of the author's A First Course in Noncommutative Ring Theory and he highly recommends it to others."
94,Motivations and introduction to the theory of \({\mathcal D}\)-modules,1994,"Malgrange, Bernard","Tournier, E. (ed.), Computer algebra and differential equations. Selected papers of the third biennial workshop on computer algebra and differential equations held Marseille, France, June 1-5, 1992 (CADE-92). Cambridge: Cambridge University Press. Lond. Math. Soc. Lect. Note Ser. 193, 3-20 (1994).",,,"32C38, 16S32, 58J15",d6bc75b80a64913b5793968b9845eaf141decdc0,6d3b1780e67754350c0b895199832aafd5595b94,no_msc_clean,"[-0.1517, 0.0202, -0.0225, 0.0286, -0.0414, -0.0153, 0.0413, 0.0134, ...] dimension=384","The author gives an overview and motivations on the theory of \(\mathcal D\)-modules (modules over a ring of differential operators); examples are 


-- the ring of (linear) differential operators with polynomial coefficients


-- \(\mathcal D\)= the ring of differential operators with analytic coefficients at \(0\in \mathbb{C}^n\)


-- the ring of formal power series.


Mainly for \(\mathcal D\) he discusses the following properties (the other cases are similar):


-- finiteness properties


-- dimension theory


-- holonomic module in one variable and 


-- operations on \(\mathcal D\)-modules.


Many examples are given.


The references refer to four books.

For the entire collection see [Zbl 0785.00038]."
95,Rings of idempotent stable range one.,2012,"Wang, Zhou, Chen, Jianlong, Khurana, Dinesh, Lam, Tsit-Yuen","Algebr. Represent. Theory 15, No. 1, 195-200 (2012).","1572-9079, 1386-923X",10.1007/s10468-011-9276-4,"16E50, 16E20, 16U60, 19B10, 16L30",10.1007/s10468-011-9276-4,c8a0b961fd6b277b48aba48400ea222aec221c94,no_msc_clean,"[0.0427, 0.0785, -0.0526, 0.0102, -0.0262, 0.0143, 0.0313, -0.0108, ...] dimension=384","The authors show that in a ring of stable range 1, any (von Neumann) regular element is clean. The main results of this paper also imply that any unit-regular ring has idempotent stable range 1 (and is therefore clean), and that a semilocal ring has idempotent stable range 1 if and only if it is semiperfect."
96,Two-sided properties of elements in exchange rings.,2015,"Khurana, Dinesh, Lam, T. Y., Nielsen, Pace P.","Algebr. Represent. Theory 18, No. 4, 931-940 (2015).","1572-9079, 1386-923X",10.1007/s10468-015-9524-0,"16D70, 16D40, 16D50, 16E50, 16S50",10.1007/s10468-015-9524-0,ac0d8228015319f5659665ea0dc46f7ae789e552,no_msc_clean,"[-0.0245, 0.0755, -0.0340, 0.0539, -0.0293, -0.0446, 0.1032, -0.0280, ...] dimension=384","The authors prove a theorem that describes the behaviour of elements of an exchange ring. In particular, the theorem they prove leads to the following results. (1.) If \(R\) is an exchange ring and \(a\in R\), then there exists an idempotent \(e\in aRa\) such that \(1-e\in (1-a)R(1-a)\). (2.) A ring \(R\) is an exchange ring if and only if, for every \(a\in R\), there exists an idempotent \(e\in Ra\) such that \(1-e\in (1-a)R\). Lastly, these results are used to study the endomorphism rings of exchange modules."
97,Ideal systems. An introduction to multiplicative ideal theory,1998,"Halter-Koch, Franz","Pure and Applied Mathematics, Marcel Dekker. 211. New York, NY: Marcel Dekker. xii, 422 p. (1998).",,,"13A15, 13-01, 13-02, 20M12, 20M14, 13F05, 13F30, 13G05",db8d62ae73fdbaa7868cdeaffc90c568e33b2377,0675d238f1cbb3b805427c8153a2f6e133f77ced,no_msc_clean,"[-0.1210, 0.0110, -0.0099, -0.0620, -0.0785, -0.0848, 0.1325, 0.0666, ...] dimension=384","Many results in commutative ring theory depend only on the multiplicative structure of the ring. The author's philosophy is that such results should be derived as far as possible without making reference to the additive structure of the ring. This point of view goes back to P. Lorenzen in 1939 and is probably best known to commutative ring theorists through \textit{P. Jaffard}'s book ``Les systèmes d'idéaux'' (1960; Zbl 0101.27502), which is written in the language of ordered abelian groups. 


The book under review gives a modern treatment of multiplicative ideal theory, valid for both commutative rings and monoids, in the language of ideal systems on commutative monoids. The first part of the book is based on the concept of \(x\)-ideals of K. E. Aubert and is valid for commutative rings, topological and graded commutative rings, and commutative monoids. The second part deals with multiplicative ideal theory on cancellative commutative monoids which corresponds to the integral domain case. 


Some of the topics covered in the book include the monoid versions of Krull's intersection theorem and principal ideal theorem, valuation rings, Dedekind domains, Prüfer domains, PVMDs, Krull domains, and factorization theory in integral domains. In some cases the results are explicitly stated for both monoids and integral domains, while in other cases the translation to rings is left to the reader. However, some standard topics in commutative algebra which depend on the additive structure of the ring, such as dimension theory, polynomial and power series rings, and homological aspects of commutative ring theory, are not covered. 


The book has 27 chapters, each of which has historical notes with a guide to the literature and exercises with solutions. This book is a welcome addition to the literature and gives a very readable, updated development of multiplicative ideal theory in the context of commutative monoids. It should be of interest for those in commutative ring the..."
98,Règle des signes en algèbre combinatoire. (The sign rule in combinatorial algebra),1985,"Joyal, André","C. R. Math. Acad. Sci., Soc. R. Can. 7, 285-290 (1985).",,,20C30,606026b81db97ee0af2db63232981f9d6e0aac22,51189b94e99e3ba008cd173b5b092a9850367d9d,no_msc_clean,"[-0.0627, 0.0111, -0.0028, 0.0410, -0.0871, 0.0537, 0.1119, -0.0395, ...] dimension=384","The author uses his combinatorial theory of formal series to develop a \(\beta\)-ring interpretation of the Burnside ring in analogy with the \(\lambda\)-ring. This \(\beta\)-ring has an advantage over an earlier one of \textit{N. Rymer} [J. Lond. Math. Soc., II. Ser. 15, 75-80 (1977; Zbl 0392.16028)] in that \(\beta_ H(x+y)\) is defined."
99,On \(\lambda\)-rings and the \(K\)-theory of infinite loop spaces,1996,"Bousfield, A. K.","\(K\)-Theory 10, No. 1, 1-30 (1996).","0920-3036, 1573-0514",10.1007/bf00534886,"55N15, 55S25, 19L99",10.1007/bf00534886,83b09752d7c352ce487439eb58fbdb85577756dd,no_msc_clean,"[-0.1038, 0.0269, -0.0676, 0.0350, -0.0091, 0.0387, 0.0467, -0.0311, ...] dimension=384","The notion of \(\mathbb{Z}/2\)-graded \(\lambda\)-ring \(R\) is introduced; \(R^0\) is a \(\lambda\)-ring, while \(R^1\) is a \(\psi\)-module. Next, the simpler notion of \(\mathbb{Z}/2\)-graded \(\theta^p\)-ring is introduced; it just requires functions \(\theta^p: R^0\to R^0\) and \(\psi^p: R^1\to R^1\) satisfying certain properties. It is proved that \(p\)-local \(\mathbb{Z}/2\)-graded \(\lambda\)-rings are equivalent to \(p\)-local \(\mathbb{Z}/2\)-graded \(\theta^p\)-rings equipped with Adams operations \(\psi^k\) for all \(k\) prime to \(p\). This is then extended to \(p\)-adic rings.


The main topological result gives the \(\mathbb{Z}/2\)-graded \(p\)-adic \(\lambda\)-ring \(K^*(\Omega^\infty E; \mathbb{Z}_p)\) and Hopf algebra \(K_*(\Omega^\infty E; \mathbb{Z}/p)\) for a spectrum \(E\) with \(K^*(E; \mathbb{Z}_p)\) torsion-free. If \(E\) is 1-connected with \(\pi_2 E\) torsion, then \(K^*(\Omega^\infty E; \mathbb{Z}_p)\) is the connective \(p\)-adic \(\theta^p\)-ring freely generated by \(K^*(E; \mathbb{Z}_p)\), and \(K_*(\Omega^\infty E; \mathbb{Z}/p)\) is a tensor product of Witt-Hopf algebras and exterior Hopf algebras."
